id,#Days_Resolution,#Actors_Subscription,#Developers_Mention,#Times_Reference,#Developers_Comment,#Comments,Type
17829077,0,0,0,0,0,0,Other Issues
22467035,0,0,0,0,0,0,Other Issues
46569527,0,0,0,0,0,0,Other Issues
65382614,0,0,0,0,0,0,Other Issues
65387584,0,0,0,0,0,0,Other Issues
44834062,0,0,0,0,0,0,Other Issues
35130833,0,0,0,0,0,0,Other Issues
16237988,0,0,0,0,0,0,Other Issues
25934039,0,0,0,0,0,0,Other Issues
50302946,0,0,0,0,0,0,Other Issues
65973478,0,0,0,0,0,0,Other Issues
21184884,0,0,0,0,0,0,Other Issues
21282219,0,0,0,0,0,0,Other Issues
11316949,0,0,0,0,0,0,Other Issues
26502576,0,0,0,0,0,0,Other Issues
50723381,0,0,0,0,0,0,Other Issues
50852083,0,0,0,0,0,0,Other Issues
61880104,0,0,0,0,0,0,Other Issues
61948649,0,0,0,0,0,0,Other Issues
17576278,0,0,0,0,0,0,Other Issues
7390166,0,0,0,0,0,0,Other Issues
27479015,0,0,0,0,0,0,Other Issues
22521231,0,0,0,0,0,0,Other Issues
56969646,0,0,0,0,0,0,Other Issues
57150364,0,0,0,0,0,0,Other Issues
57270234,0,0,0,0,0,0,Other Issues
28388137,0,0,0,0,0,0,Other Issues
42482165,0,0,0,0,0,0,Other Issues
28751030,0,0,0,0,0,0,Other Issues
28751378,0,0,0,0,0,0,Other Issues
26731268,0,0,0,0,0,0,Other Issues
17031913,0,0,0,0,0,0,Other Issues
26885394,0,0,0,0,0,0,Other Issues
1510072,0,0,0,0,0,0,Other Issues
63591663,0,0,0,0,0,0,Other Issues
42771864,0,0,0,0,0,0,Other Issues
42794167,0,0,0,0,0,0,Other Issues
13409217,0,0,0,0,0,0,Other Issues
19012563,0,0,0,0,0,0,Other Issues
57754273,0,0,0,0,0,0,Other Issues
47477225,0,0,0,0,0,0,Other Issues
8537977,0,0,0,0,0,0,Other Issues
37596720,0,0,0,0,0,0,Other Issues
7278537,0,0,0,0,0,0,Other Issues
17675136,0,0,0,0,0,0,Other Issues
7638297,0,0,0,0,0,0,Other Issues
56604672,0,0,0,0,0,0,Other Issues
56604672,0,0,0,0,0,0,Other Issues
46756182,0,0,0,0,0,0,Other Issues
62650453,0,0,0,0,0,0,Other Issues
42231328,0,0,0,0,0,0,Other Issues
52478431,0,0,0,0,0,0,Other Issues
8991033,0,0,0,0,0,0,Other Issues
33158622,0,0,0,0,0,0,Other Issues
23903177,0,0,0,0,0,0,Other Issues
24050560,0,0,0,0,0,0,Other Issues
38327226,0,0,0,0,0,0,Other Issues
32158970,0,0,0,0,0,0,Other Issues
46483922,0,0,0,0,0,0,Other Issues
27714097,0,0,0,0,0,0,Other Issues
27843691,0,0,0,0,0,0,Other Issues
36783898,0,0,0,0,0,0,Other Issues
12855879,0,0,0,0,0,0,Other Issues
2503832,0,0,0,0,0,0,Other Issues
37168200,0,0,0,0,0,0,Other Issues
37171739,0,0,0,0,0,0,Other Issues
32628504,0,0,0,0,0,0,Other Issues
584261,0,0,0,0,0,0,Other Issues
40660236,0,0,0,0,0,0,Other Issues
66431297,0,0,0,0,0,0,Other Issues
18530196,0,0,0,0,0,0,Other Issues
68508769,0,0,0,0,0,0,Other Issues
47364548,0,0,0,0,0,0,Other Issues
18909841,0,0,0,0,0,0,Other Issues
57677973,0,0,0,0,0,0,Other Issues
47495128,0,0,0,0,0,0,Other Issues
33000874,0,0,0,0,0,0,Other Issues
13640958,0,0,0,0,0,0,Other Issues
19391221,0,0,0,0,0,0,Other Issues
42706392,0,0,0,0,0,0,Other Issues
13571659,0,0,0,0,0,0,Other Issues
57700588,0,0,0,0,0,0,Other Issues
37527450,0,0,0,0,0,0,Other Issues
8620583,0,0,0,0,0,0,Other Issues
32983958,0,0,0,0,0,0,Other Issues
19177637,0,0,0,0,0,0,Other Issues
13738704,0,0,0,0,0,0,Other Issues
13772614,0,0,0,0,0,0,Other Issues
13828835,0,0,0,0,0,0,Other Issues
23522423,0,0,0,0,0,0,Other Issues
58033959,0,0,0,0,0,0,Other Issues
37613997,0,0,0,0,0,0,Other Issues
3439128,0,0,0,0,0,0,Other Issues
70385101,0,0,0,0,0,0,Other Issues
33673996,0,0,0,0,0,0,Other Issues
38790489,0,0,0,0,0,0,Other Issues
15546384,0,0,0,0,0,0,Other Issues
49343733,0,0,0,0,0,0,Other Issues
39243579,0,0,0,0,0,0,Other Issues
39299024,0,0,0,0,0,0,Other Issues
34368603,0,0,0,0,0,0,Other Issues
64151634,0,0,0,0,0,0,Other Issues
48117693,0,0,0,0,0,0,Other Issues
43753987,0,0,0,0,0,0,Other Issues
69607408,0,0,0,0,0,0,Other Issues
3476449,0,0,0,0,0,0,Other Issues
58311746,0,0,0,0,0,0,Other Issues
47962059,0,0,0,0,0,0,Other Issues
54821324,0,0,0,0,0,0,Other Issues
25631052,0,0,0,0,0,0,Other Issues
35385637,0,0,0,0,0,0,Other Issues
40363453,0,0,0,0,0,0,Other Issues
50219774,0,0,0,0,0,0,Other Issues
6583125,0,0,0,0,0,0,Other Issues
1174260,0,0,0,0,0,0,Other Issues
55785181,0,0,0,0,0,0,Other Issues
51149791,0,0,0,0,0,0,Other Issues
36099873,0,0,0,0,0,0,Other Issues
62581,0,0,0,0,0,0,Other Issues
75121,0,0,0,0,0,0,Other Issues
75230,0,0,0,0,0,0,Other Issues
35002207,0,0,0,0,0,0,Other Issues
35028383,0,0,0,0,0,0,Other Issues
39997686,0,0,0,0,0,0,Other Issues
25725393,0,0,0,0,0,0,Other Issues
5821491,0,0,0,0,0,0,Other Issues
33423483,0,0,0,0,0,0,Other Issues
43893306,0,0,0,0,0,0,Other Issues
38626548,0,0,0,0,0,0,Other Issues
20293708,0,0,0,0,0,0,Other Issues
33758326,0,0,0,0,0,0,Other Issues
5494429,0,0,0,0,0,0,Other Issues
65202689,0,0,0,0,0,0,Other Issues
49916410,0,0,0,0,0,0,Other Issues
49948366,0,0,0,0,0,0,Other Issues
20835528,0,0,0,0,0,0,Other Issues
35106923,0,0,0,0,0,0,Other Issues
65607146,0,0,0,0,0,0,Other Issues
50254593,0,0,0,0,0,0,Other Issues
5834830,0,0,0,0,0,0,Other Issues
49084056,0,0,0,0,0,0,Other Issues
15364164,0,0,0,0,0,0,Other Issues
15364164,0,0,0,0,0,0,Other Issues
15545725,0,0,0,0,0,0,Other Issues
15546189,0,0,0,0,0,0,Other Issues
15546275,0,0,0,0,0,0,Other Issues
15548841,0,0,0,0,0,0,Other Issues
15584638,0,0,0,0,0,0,Other Issues
34068649,0,0,0,0,0,0,Other Issues
49594163,0,0,0,0,0,0,Other Issues
34555330,0,0,0,0,0,0,Other Issues
20902038,0,0,0,0,0,0,Other Issues
644055,0,0,0,0,0,0,Other Issues
35595533,0,0,0,0,0,0,Other Issues
66039453,0,0,0,0,0,0,Other Issues
31007196,0,0,0,0,0,0,Other Issues
66404348,0,0,0,0,0,0,Other Issues
35704979,0,0,0,0,0,0,Other Issues
35730078,0,0,0,0,0,0,Other Issues
45106234,0,0,0,0,0,0,Other Issues
40681834,0,0,0,0,0,0,Other Issues
818967,0,0,0,0,0,0,Other Issues
10548897,0,0,0,0,0,0,Other Issues
15546064,0,0,0,0,0,0,Other Issues
15584541,0,0,0,0,0,0,Other Issues
5134238,0,0,0,0,0,0,Other Issues
34083883,0,0,0,0,0,0,Other Issues
6661555,0,0,0,0,0,0,Other Issues
21759372,0,0,0,0,0,0,Other Issues
5464757,0,0,0,0,0,0,Other Issues
75081,0,0,0,0,0,0,Other Issues
75217,0,0,0,0,0,0,Other Issues
75297,0,0,0,0,0,0,Other Issues
208030,0,0,0,0,0,0,Other Issues
35013005,0,0,0,0,0,0,Other Issues
5688428,0,0,0,0,0,0,Other Issues
11850754,0,0,0,0,0,0,Other Issues
55864226,0,0,0,0,0,0,Other Issues
36095785,0,0,0,0,0,0,Other Issues
51360379,0,0,0,0,0,0,Other Issues
56121845,0,0,0,0,0,0,Other Issues
61801536,0,0,0,0,0,0,Other Issues
55382855,0,0,0,0,0,0,Other Issues
30543711,0,0,0,0,0,0,Other Issues
792762,0,0,0,0,0,0,Other Issues
30874258,0,0,0,0,0,0,Other Issues
55692697,0,0,0,0,0,0,Other Issues
11585068,0,0,0,0,0,0,Other Issues
65141188,0,0,0,0,0,0,Other Issues
25670488,0,0,0,0,0,0,Other Issues
40078883,0,0,0,0,0,0,Other Issues
30293594,0,0,0,0,0,0,Other Issues
10724281,0,0,0,0,0,0,Other Issues
25969859,0,0,0,0,0,0,Other Issues
82725,0,0,0,0,0,0,Other Issues
25558890,1,0,0,0,0,0,Other Issues
20888832,1,0,0,0,0,0,Other Issues
22150097,1,0,0,0,0,0,Other Issues
12788450,1,0,0,0,0,0,Other Issues
18251155,1,0,0,0,0,0,Other Issues
28266257,1,0,0,0,0,0,Other Issues
41014202,1,0,0,0,0,0,Other Issues
56741536,1,0,0,0,0,0,Other Issues
27717334,1,0,0,0,0,0,Other Issues
56995757,1,0,0,0,0,0,Other Issues
7772554,1,0,0,0,0,0,Other Issues
45418656,1,0,0,0,0,0,Other Issues
68799134,1,0,0,0,0,0,Other Issues
58902182,1,0,0,0,0,0,Other Issues
46074962,1,0,0,0,0,0,Other Issues
64634071,1,0,0,0,0,0,Other Issues
39956528,1,0,0,0,0,0,Other Issues
39993371,1,0,0,0,0,0,Other Issues
55458338,1,0,0,0,0,0,Other Issues
34495998,1,0,0,0,0,0,Other Issues
1728174,1,0,0,0,0,0,Other Issues
75242,1,0,0,0,0,0,Other Issues
39958697,1,0,0,0,0,0,Other Issues
59968288,2,0,0,0,0,0,Other Issues
20621956,2,0,0,0,0,0,Other Issues
54948426,2,0,0,0,0,0,Other Issues
22150275,2,0,0,0,0,0,Other Issues
67619791,2,0,0,0,0,0,Other Issues
28367166,2,0,0,0,0,0,Other Issues
61419358,2,0,0,0,0,0,Other Issues
44042524,2,0,0,0,0,0,Other Issues
46956176,2,0,0,0,0,0,Other Issues
13610990,2,0,0,0,0,0,Other Issues
15084684,2,0,0,0,0,0,Other Issues
75139,2,0,0,0,0,0,Other Issues
15907814,2,0,0,0,0,0,Other Issues
55160459,2,0,0,0,0,0,Other Issues
55160459,2,0,0,0,0,0,Other Issues
38912960,2,0,0,0,0,0,Other Issues
39843621,2,0,0,0,0,0,Other Issues
20971541,3,0,0,0,0,0,Other Issues
65493811,3,0,0,0,0,0,Other Issues
53231016,3,0,0,0,0,0,Other Issues
38128808,3,0,0,0,0,0,Other Issues
50438705,3,0,0,0,0,0,Other Issues
209642,3,0,0,0,0,0,Other Issues
363853,4,0,0,0,0,0,Other Issues
531163,4,0,0,0,0,0,Other Issues
15750695,4,0,0,0,0,0,Other Issues
57256790,4,0,0,0,0,0,Other Issues
38384270,4,0,0,0,0,0,Other Issues
48218735,4,0,0,0,0,0,Other Issues
33934243,4,0,0,0,0,0,Other Issues
40602212,5,0,0,0,0,0,Other Issues
50153217,5,0,0,0,0,0,Other Issues
9456091,5,0,0,0,0,0,Other Issues
54698925,5,0,0,0,0,0,Other Issues
14794455,5,0,0,0,0,0,Other Issues
24982391,5,0,0,0,0,0,Other Issues
10648152,5,0,0,0,0,0,Other Issues
40359947,6,0,0,0,0,0,Other Issues
7284361,6,0,0,0,0,0,Other Issues
42471570,6,0,0,0,0,0,Other Issues
25785165,6,0,0,0,0,0,Other Issues
6820595,7,0,0,0,0,0,Other Issues
6524486,7,0,0,0,0,0,Other Issues
44407169,7,0,0,0,0,0,Other Issues
15130170,7,0,0,0,0,0,Other Issues
15925619,7,0,0,0,0,0,Other Issues
60819707,7,0,0,0,0,0,Other Issues
11504350,7,0,0,0,0,0,Other Issues
35703932,7,0,0,0,0,0,Other Issues
10755618,7,0,0,0,0,0,Other Issues
35185281,8,0,0,0,0,0,Other Issues
52893058,8,0,0,0,0,0,Other Issues
8478979,8,0,0,0,0,0,Other Issues
34382982,8,0,0,0,0,0,Other Issues
54340479,8,0,0,0,0,0,Other Issues
24788252,8,0,0,0,0,0,Other Issues
40802310,9,0,0,0,0,0,Other Issues
20811392,9,0,0,0,0,0,Other Issues
25947431,9,0,0,0,0,0,Other Issues
16939131,9,0,0,0,0,0,Other Issues
148613,10,0,0,0,0,0,Other Issues
11009405,10,0,0,0,0,0,Other Issues
6539571,10,0,0,0,0,0,Other Issues
61366708,10,0,0,0,0,0,Other Issues
5664223,10,0,0,0,0,0,Other Issues
28439976,11,0,0,0,0,0,Other Issues
57404764,11,0,0,0,0,0,Other Issues
61745287,11,0,0,0,0,0,Other Issues
57576396,11,0,0,0,0,0,Other Issues
11442269,11,0,0,0,0,0,Other Issues
66084529,12,0,0,0,0,0,Other Issues
26897727,12,0,0,0,0,0,Other Issues
3408385,13,0,0,0,0,0,Other Issues
17525313,16,0,0,0,0,0,Other Issues
57990887,16,0,0,0,0,0,Other Issues
17959376,16,0,0,0,0,0,Other Issues
63393067,20,0,0,0,0,0,Other Issues
15019705,20,0,0,0,0,0,Other Issues
39708921,20,0,0,0,0,0,Other Issues
27179427,18,0,0,1,0,0,Other Issues
13852378,18,0,0,1,0,0,Other Issues
51201973,22,0,0,1,0,0,Other Issues
31838794,25,0,0,1,0,0,Other Issues
20985108,281,0,0,1,0,0,Other Issues
41151317,28,0,0,1,0,0,Other Issues
33838665,28,0,0,1,0,0,Other Issues
9544608,292,0,0,1,0,0,Other Issues
35360460,39,0,0,1,0,0,Other Issues
50259089,41,0,0,1,0,0,Other Issues
26739262,49,0,0,1,0,0,Other Issues
61065191,65,0,0,1,0,0,Other Issues
8574641,66,0,0,1,0,0,Other Issues
5611442,71,0,0,1,0,0,Other Issues
42074424,72,0,0,1,0,0,Other Issues
40297692,94,0,0,1,0,0,Other Issues
5904671,353,0,0,1,0,0,Other Issues
2137211,116,0,0,1,0,0,Other Issues
22378132,129,0,0,1,0,0,Other Issues
51974178,149,0,0,1,0,0,Other Issues
43347002,156,0,0,1,0,0,Other Issues
11328004,939,0,0,1,0,0,Other Issues
9986707,179,0,0,1,0,0,Other Issues
20709485,183,0,0,1,0,0,Other Issues
5513893,211,0,0,1,0,0,Other Issues
25541004,241,0,0,1,0,0,Other Issues
44674239,0,0,0,1,0,0,Other Issues
145839,0,0,0,1,0,0,Other Issues
10343,0,0,0,1,0,0,Other Issues
158020,0,0,0,1,0,0,Other Issues
39902388,0,0,0,1,0,0,Other Issues
895777,0,0,0,1,0,0,Other Issues
1228625,0,0,0,1,0,0,Other Issues
1387340,0,0,0,1,0,0,Other Issues
16162381,0,0,0,1,0,0,Other Issues
148389,0,0,0,1,0,0,Other Issues
748362,0,0,0,1,0,0,Other Issues
35581261,0,0,0,1,0,0,Other Issues
1166245,0,0,0,1,0,0,Other Issues
57455379,0,0,0,1,0,0,Other Issues
13836494,0,0,0,1,0,0,Other Issues
2353926,0,0,0,1,0,0,Other Issues
57001132,0,0,0,1,0,0,Other Issues
3908240,0,0,0,1,0,0,Other Issues
52197859,0,0,0,1,0,0,Other Issues
584298,0,0,0,1,0,0,Other Issues
21146259,0,0,0,1,0,0,Other Issues
37457571,0,0,0,1,0,0,Other Issues
47567559,0,0,0,1,0,0,Other Issues
24311210,0,0,0,1,0,0,Other Issues
33118225,0,0,0,1,0,0,Other Issues
3731152,0,0,0,1,0,0,Other Issues
3732074,0,0,0,1,0,0,Other Issues
3740441,0,0,0,1,0,0,Other Issues
48242675,0,0,0,1,0,0,Other Issues
122686,0,0,0,1,0,0,Other Issues
49964578,0,0,0,1,0,0,Other Issues
1183373,0,0,0,1,0,0,Other Issues
25495697,0,0,0,1,0,0,Other Issues
9819932,0,0,0,1,0,0,Other Issues
28499,0,0,0,1,0,0,Other Issues
80280,0,0,0,1,0,0,Other Issues
5264105,0,0,0,1,0,0,Other Issues
5306707,0,0,0,1,0,0,Other Issues
34577922,0,0,0,1,0,0,Other Issues
6035278,0,0,0,1,0,0,Other Issues
717303,0,0,0,1,0,0,Other Issues
944583,0,0,0,1,0,0,Other Issues
21581076,0,0,0,1,0,0,Other Issues
11930327,0,0,0,1,0,0,Other Issues
5865,0,0,0,1,0,0,Other Issues
147009,0,0,0,1,0,0,Other Issues
30431215,0,0,0,1,0,0,Other Issues
27296049,0,0,0,1,0,0,Other Issues
629604,0,0,0,1,0,0,Other Issues
10219,0,0,0,1,0,0,Other Issues
39943325,0,0,0,1,0,0,Other Issues
5731639,0,0,0,1,0,0,Other Issues
59864109,0,0,0,1,0,0,Other Issues
80272,0,0,0,1,0,0,Other Issues
80043,1,0,0,1,0,0,Other Issues
147299,1,0,0,1,0,0,Other Issues
30278451,1,0,0,1,0,0,Other Issues
61256992,1,0,0,1,0,0,Other Issues
42065801,1,0,0,1,0,0,Other Issues
28782699,1,0,0,1,0,0,Other Issues
37572237,1,0,0,1,0,0,Other Issues
145812,1,0,0,1,0,0,Other Issues
25727651,1,0,0,1,0,0,Other Issues
16604489,1,0,0,1,0,0,Other Issues
25459200,1,0,0,1,0,0,Other Issues
773763,1,0,0,1,0,0,Other Issues
796035,2,0,0,1,0,0,Other Issues
3720614,3,0,0,1,0,0,Other Issues
40336182,3,0,0,1,0,0,Other Issues
50876613,4,0,0,1,0,0,Other Issues
11124425,4,0,0,1,0,0,Other Issues
3213992,4,0,0,1,0,0,Other Issues
55569722,4,0,0,1,0,0,Other Issues
44971286,4,0,0,1,0,0,Other Issues
792705,4,0,0,1,0,0,Other Issues
55609457,5,0,0,1,0,0,Other Issues
45406732,5,0,0,1,0,0,Other Issues
35760655,5,0,0,1,0,0,Other Issues
5523796,6,0,0,1,0,0,Other Issues
66675441,7,0,0,1,0,0,Other Issues
15669838,7,0,0,1,0,0,Other Issues
61679664,8,0,0,1,0,0,Other Issues
31991775,8,0,0,1,0,0,Other Issues
25596062,8,0,0,1,0,0,Other Issues
9717342,8,0,0,1,0,0,Other Issues
36163675,10,0,0,1,0,0,Other Issues
231269,12,0,0,1,0,0,Other Issues
1404581,16,0,0,1,0,0,Other Issues
29029112,16,0,0,1,0,0,Other Issues
6673968,20,0,0,1,0,0,Other Issues
28010476,26,0,0,2,0,0,Other Issues
39821728,28,0,0,2,0,0,Other Issues
34945971,29,0,0,2,0,0,Other Issues
20628795,38,0,0,2,0,0,Other Issues
21937274,51,0,0,2,0,0,Other Issues
35959086,57,0,0,2,0,0,Other Issues
17416273,62,0,0,2,0,0,Other Issues
65505416,67,0,0,2,0,0,Other Issues
6499123,78,0,0,2,0,0,Other Issues
25692992,186,0,0,2,0,0,Other Issues
12929293,242,0,0,2,0,0,Other Issues
21478287,0,0,0,2,0,0,Other Issues
1183376,0,0,0,2,0,0,Other Issues
7609102,0,0,0,2,0,0,Other Issues
2362540,0,0,0,2,0,0,Other Issues
35391539,0,0,0,2,0,0,Other Issues
629665,0,0,0,2,0,0,Other Issues
36396762,0,0,0,2,0,0,Other Issues
62492755,0,0,0,2,0,0,Other Issues
28281156,0,0,0,2,0,0,Other Issues
49714193,0,0,0,2,0,0,Other Issues
44831868,0,0,0,2,0,0,Other Issues
14728054,0,0,0,2,0,0,Other Issues
1691178,0,0,0,2,0,0,Other Issues
39762654,0,0,0,2,0,0,Other Issues
35443898,1,0,0,2,0,0,Other Issues
21447953,1,0,0,2,0,0,Other Issues
822150,1,0,0,2,0,0,Other Issues
11919918,1,0,0,2,0,0,Other Issues
46722350,1,0,0,2,0,0,Other Issues
48741298,1,0,0,2,0,0,Other Issues
713406,1,0,0,2,0,0,Other Issues
16721466,1,0,0,2,0,0,Other Issues
36013114,2,0,0,2,0,0,Other Issues
31468612,3,0,0,2,0,0,Other Issues
2990338,3,0,0,2,0,0,Other Issues
35501963,5,0,0,2,0,0,Other Issues
14072477,7,0,0,2,0,0,Other Issues
40473181,8,0,0,2,0,0,Other Issues
25453558,9,0,0,2,0,0,Other Issues
13559682,10,0,0,2,0,0,Other Issues
67389197,11,0,0,2,0,0,Other Issues
26613351,264,0,0,3,0,0,Other Issues
170963,44,0,0,3,0,0,Other Issues
11601754,75,0,0,3,0,0,Other Issues
1336369,0,0,0,3,0,0,Other Issues
21904753,0,0,0,3,0,0,Other Issues
1145741,0,0,0,3,0,0,Other Issues
6060,0,0,0,3,0,0,Other Issues
24488382,0,0,0,3,0,0,Other Issues
5599372,0,0,0,3,0,0,Other Issues
21523042,0,0,0,3,0,0,Other Issues
49774314,1,0,0,3,0,0,Other Issues
45209585,2,0,0,3,0,0,Other Issues
5582886,2,0,0,3,0,0,Other Issues
54940963,2,0,0,3,0,0,Other Issues
2861493,6,0,0,3,0,0,Other Issues
21401415,10,0,0,3,0,0,Other Issues
29684580,13,0,0,3,0,0,Other Issues
57006080,23,0,0,4,0,0,Other Issues
40484771,45,0,0,4,0,0,Other Issues
2361522,55,0,0,4,0,0,Other Issues
61982954,68,0,0,4,0,0,Other Issues
18378450,0,0,0,4,0,0,Other Issues
1157559,0,0,0,4,0,0,Other Issues
44660530,1,0,0,4,0,0,Other Issues
34955567,2,0,0,4,0,0,Other Issues
47567312,2,0,0,4,0,0,Other Issues
23425205,4,0,0,4,0,0,Other Issues
50478023,5,0,0,4,0,0,Other Issues
40308362,6,0,0,4,0,0,Other Issues
1906105,8,0,0,4,0,0,Other Issues
65615399,8,0,0,4,0,0,Other Issues
63562545,12,0,0,4,0,0,Other Issues
32055474,26,0,0,5,0,0,Other Issues
44933881,0,0,0,5,0,0,Other Issues
23660230,0,0,0,5,0,0,Other Issues
16128001,1,0,0,5,0,0,Other Issues
20518176,4,0,0,6,0,0,Other Issues
5004801,6,0,0,8,0,0,Other Issues
52931654,0,0,0,9,0,0,Other Issues
31405820,5,0,0,10,0,0,Other Issues
6795695,233,0,0,13,0,0,Other Issues
53231748,93,0,0,15,0,0,Other Issues
20186027,26,0,0,16,0,0,Other Issues
21354531,53,0,0,18,0,0,Other Issues
18019035,513,0,0,0,1,1,Other Issues
30633741,259,0,0,0,1,1,Other Issues
22923507,771,0,0,0,1,1,Other Issues
31902240,263,0,0,0,1,1,Other Issues
16092351,775,0,0,0,1,1,Other Issues
11888194,267,0,0,0,1,1,Other Issues
21318902,267,0,0,0,1,1,Other Issues
5449542,268,0,0,0,1,1,Other Issues
22008051,525,0,0,0,1,1,Other Issues
10771472,271,0,0,0,1,1,Other Issues
45326267,17,0,0,0,1,1,Other Issues
12660534,17,0,0,0,1,1,Other Issues
2382717,17,0,0,0,1,1,Other Issues
34749971,17,0,0,0,1,1,Other Issues
66693152,17,0,0,0,1,1,Other Issues
11510285,17,0,0,0,1,1,Other Issues
12940649,18,0,0,0,1,1,Other Issues
20680862,19,0,0,0,1,1,Other Issues
16801135,19,0,0,0,1,1,Other Issues
62042022,19,0,0,0,1,1,Other Issues
63826400,19,0,0,0,1,1,Other Issues
20532433,19,0,0,0,1,1,Other Issues
60531155,19,0,0,0,1,1,Other Issues
51270366,276,0,0,0,1,1,Other Issues
39106056,276,0,0,0,1,1,Other Issues
21377654,532,0,0,0,1,1,Other Issues
25979583,21,0,0,0,1,1,Other Issues
21072755,21,0,0,0,1,1,Other Issues
55127161,21,0,0,0,1,1,Other Issues
21589155,22,0,0,0,1,1,Other Issues
218649,22,0,0,0,1,1,Other Issues
26804333,22,0,0,0,1,1,Other Issues
14955081,22,0,0,0,1,1,Other Issues
54998734,22,0,0,0,1,1,Other Issues
69947785,1046,0,0,0,1,1,Other Issues
10821349,23,0,0,0,1,1,Other Issues
3327774,23,0,0,0,1,1,Other Issues
22606036,23,0,0,0,1,1,Other Issues
49656254,24,0,0,0,1,1,Other Issues
49760102,24,0,0,0,1,1,Other Issues
64586225,24,0,0,0,1,1,Other Issues
59657377,24,0,0,0,1,1,Other Issues
25448926,536,0,0,0,1,1,Other Issues
65418974,25,0,0,0,1,1,Other Issues
61859172,25,0,0,0,1,1,Other Issues
14744501,25,0,0,0,1,1,Other Issues
25322739,25,0,0,0,1,1,Other Issues
25638547,25,0,0,0,1,1,Other Issues
35271987,26,0,0,0,1,1,Other Issues
18730380,26,0,0,0,1,1,Other Issues
66391247,26,0,0,0,1,1,Other Issues
11937555,282,0,0,0,1,1,Other Issues
21006177,27,0,0,0,1,1,Other Issues
28544468,27,0,0,0,1,1,Other Issues
59833089,27,0,0,0,1,1,Other Issues
55149099,27,0,0,0,1,1,Other Issues
50073784,27,0,0,0,1,1,Other Issues
51180390,27,0,0,0,1,1,Other Issues
15874057,539,0,0,0,1,1,Other Issues
45594817,28,0,0,0,1,1,Other Issues
17530554,28,0,0,0,1,1,Other Issues
27885867,28,0,0,0,1,1,Other Issues
58480119,28,0,0,0,1,1,Other Issues
14424689,28,0,0,0,1,1,Other Issues
50441797,28,0,0,0,1,1,Other Issues
6750283,284,0,0,0,1,1,Other Issues
12530789,29,0,0,0,1,1,Other Issues
5948725,30,0,0,0,1,1,Other Issues
40859737,30,0,0,0,1,1,Other Issues
16952694,30,0,0,0,1,1,Other Issues
47838923,30,0,0,0,1,1,Other Issues
17158106,30,0,0,0,1,1,Other Issues
7602755,286,0,0,0,1,1,Other Issues
5774948,31,0,0,0,1,1,Other Issues
52405317,31,0,0,0,1,1,Other Issues
7301216,32,0,0,0,1,1,Other Issues
39426894,288,0,0,0,1,1,Other Issues
60782753,33,0,0,0,1,1,Other Issues
50584346,33,0,0,0,1,1,Other Issues
46856310,33,0,0,0,1,1,Other Issues
58056264,33,0,0,0,1,1,Other Issues
54903780,34,0,0,0,1,1,Other Issues
26426831,290,0,0,0,1,1,Other Issues
25686482,35,0,0,0,1,1,Other Issues
67040177,36,0,0,0,1,1,Other Issues
13403251,36,0,0,0,1,1,Other Issues
36730694,548,0,0,0,1,1,Other Issues
65446470,37,0,0,0,1,1,Other Issues
65187303,37,0,0,0,1,1,Other Issues
1455727,37,0,0,0,1,1,Other Issues
21728746,37,0,0,0,1,1,Other Issues
3261085,37,0,0,0,1,1,Other Issues
16948975,38,0,0,0,1,1,Other Issues
27257774,38,0,0,0,1,1,Other Issues
53582893,38,0,0,0,1,1,Other Issues
59234883,38,0,0,0,1,1,Other Issues
1773445,38,0,0,0,1,1,Other Issues
24821583,39,0,0,0,1,1,Other Issues
10571892,295,0,0,0,1,1,Other Issues
20508716,40,0,0,0,1,1,Other Issues
16134,40,0,0,0,1,1,Other Issues
13205904,40,0,0,0,1,1,Other Issues
26218835,298,0,0,0,1,1,Other Issues
35091905,43,0,0,0,1,1,Other Issues
25478098,43,0,0,0,1,1,Other Issues
65737212,43,0,0,0,1,1,Other Issues
9642023,43,0,0,0,1,1,Other Issues
21270924,43,0,0,0,1,1,Other Issues
16315985,301,0,0,0,1,1,Other Issues
19599573,46,0,0,0,1,1,Other Issues
31264947,47,0,0,0,1,1,Other Issues
6631156,47,0,0,0,1,1,Other Issues
20878155,48,0,0,0,1,1,Other Issues
7342477,49,0,0,0,1,1,Other Issues
55060267,49,0,0,0,1,1,Other Issues
66112307,50,0,0,0,1,1,Other Issues
26421210,50,0,0,0,1,1,Other Issues
35214900,50,0,0,0,1,1,Other Issues
16984766,50,0,0,0,1,1,Other Issues
16675393,51,0,0,0,1,1,Other Issues
12307994,54,0,0,0,1,1,Other Issues
35519235,54,0,0,0,1,1,Other Issues
44820728,57,0,0,0,1,1,Other Issues
38423894,57,0,0,0,1,1,Other Issues
40088485,57,0,0,0,1,1,Other Issues
11249625,58,0,0,0,1,1,Other Issues
16618945,60,0,0,0,1,1,Other Issues
17513677,61,0,0,0,1,1,Other Issues
34140781,62,0,0,0,1,1,Other Issues
2547256,64,0,0,0,1,1,Other Issues
34079219,64,0,0,0,1,1,Other Issues
9650033,576,0,0,0,1,1,Other Issues
58019033,65,0,0,0,1,1,Other Issues
13456768,65,0,0,0,1,1,Other Issues
11489466,65,0,0,0,1,1,Other Issues
60402692,65,0,0,0,1,1,Other Issues
62771407,66,0,0,0,1,1,Other Issues
